#t		nrmu		nrmv
0.000000	2883.635890	122.662122
10.000000	9427.535428	84.021412
20.000000	9748.957728	52.231865
30.000000	9259.102973	41.348464
40.000000	8674.028210	46.272090
50.000000	8058.279278	61.162544
60.000000	7416.850997	81.267115
70.000000	6812.096083	102.993529
80.000000	6203.747732	124.599975
90.000000	5555.325933	144.503817
100.000000	4794.550067	160.978040
110.000000	3664.512798	171.411882
120.000000	1510.253932	165.873914
130.000000	1358.254633	130.529386
140.000000	1262.369331	97.964663
150.000000	1207.541143	73.466849
160.000000	1185.891750	55.527229
170.000000	1184.997345	42.782130
180.000000	1202.511262	34.006822
190.000000	1235.552665	28.235567
200.000000	1282.425946	24.714780
210.000000	1341.396756	22.861082
220.000000	1411.953480	22.227518
230.000000	1493.548959	22.476861
240.000000	1586.930145	23.361255
250.000000	1692.674113	24.706204
260.000000	1811.391716	26.394891
270.000000	1944.311822	28.354137
280.000000	2091.577101	30.543562
290.000000	2253.397062	32.946728
300.000000	2450.834215	35.565227
310.000000	2591.012094	38.445929
320.000000	2657.404516	41.500737
330.000000	2701.603653	44.481114
340.000000	2759.794563	47.206368
350.000000	2834.968789	49.577995
360.000000	2931.099395	51.556111
370.000000	2971.126784	53.090183
380.000000	3074.983504	54.144616
390.000000	3180.740472	55.747255
400.000000	3280.297774	57.945350
410.000000	3368.138207	60.479428
420.000000	3410.334907	62.927972
430.000000	3514.296208	64.323852
440.000000	3660.481779	65.452564
450.000000	3836.202449	66.834492
460.000000	4040.442402	68.626410
470.000000	4134.240865	70.841079
480.000000	4177.509138	73.299441
490.000000	4186.473622	75.789511
500.000000	4176.919953	78.033600
510.000000	4051.542705	79.713434
520.000000	3881.893121	80.448544
530.000000	3731.645249	79.899656
540.000000	3637.762481	78.356177
550.000000	3571.229233	76.422311
560.000000	3449.339266	74.264429
570.000000	3330.499271	71.824814
580.000000	3258.718173	69.321504
590.000000	3237.521225	67.215742
600.000000	3240.656397	65.502769
610.000000	3188.014738	63.997174
620.000000	3159.832957	62.536708
630.000000	3148.574819	61.431982
640.000000	3143.013529	60.767919
650.000000	3158.102771	60.457436
660.000000	3192.374068	60.391755
670.000000	3272.046495	60.498630
680.000000	3394.827736	61.079366
690.000000	3545.943969	62.289255
700.000000	3693.590363	63.963836
710.000000	3896.352543	65.544459
720.000000	4143.601689	67.570752
730.000000	4320.501514	70.173268
740.000000	4427.631696	73.212542
750.000000	4492.774193	76.404271
760.000000	4453.062088	79.402474
770.000000	4354.190420	81.818793
780.000000	4176.291599	83.264500
790.000000	3976.298873	83.340956
800.000000	3794.093535	82.013775
810.000000	3613.329175	79.759673
820.000000	3473.999920	76.775176
830.000000	3328.359870	73.500232
840.000000	3216.377060	70.235213
850.000000	3115.725803	67.262042
860.000000	3036.143897	64.528887
870.000000	3029.482363	62.078781
880.000000	3041.029851	60.044650
890.000000	3068.396585	58.545088
900.000000	3132.638153	57.692564
910.000000	3237.581761	57.500717
920.000000	3378.900068	57.979661
930.000000	3553.245260	59.146753
940.000000	3757.929375	61.026059
950.000000	3993.636971	63.648761
960.000000	4250.852050	67.075235
970.000000	4550.533014	71.216207
980.000000	4703.238506	75.613653
990.000000	4707.631214	79.469832
1000.000000	4615.672171	82.845956
1010.000000	4447.199498	85.386459
1020.000000	4277.132613	86.706800
1030.000000	4000.076553	86.480822
1040.000000	3703.346740	84.335211
1050.000000	3490.372673	80.728400
1060.000000	3319.478388	76.672813
1070.000000	3185.799931	72.575351
1080.000000	3080.457631	68.620354
1090.000000	3039.069105	64.841998
1100.000000	3040.825342	61.754882
1110.000000	3061.563334	59.610711
1120.000000	3099.858436	58.282143
1130.000000	3167.782730	57.641522
1140.000000	3272.970580	57.607451
1150.000000	3445.389284	58.191403
1160.000000	3627.932116	59.419773
1170.000000	3830.790701	61.298313
1180.000000	4091.915667	63.819141
1190.000000	4267.962691	66.966725
1200.000000	4386.093430	70.500427
1210.000000	4479.869736	74.153743
1220.000000	4587.921744	77.703603
1230.000000	4576.784441	80.953984
1240.000000	4446.439072	83.499457
1250.000000	4228.887084	84.955776
1260.000000	3945.893822	85.093951
1270.000000	3686.528218	83.648106
1280.000000	3437.430510	80.970518
1290.000000	3241.173770	76.969882
1300.000000	3142.403711	72.178717
1310.000000	3115.590741	67.659499
1320.000000	3136.357070	64.104764
1330.000000	3185.290207	61.688628
1340.000000	3253.751286	60.317041
1350.000000	3349.113865	59.801352
1360.000000	3470.050358	60.010612
1370.000000	3614.204232	60.878019
1380.000000	3793.206112	62.344356
1390.000000	3969.882693	64.354862
1400.000000	4048.033960	66.769225
1410.000000	4084.157756	69.308593
1420.000000	4115.116228	71.699454
1430.000000	4170.793441	73.788055
1440.000000	4152.832177	75.372040
1450.000000	4126.357554	76.160470
1460.000000	4095.516248	76.496078
1470.000000	4040.894268	76.681234
1480.000000	3891.478319	76.652469
1490.000000	3706.416622	76.149165
1500.000000	3550.456185	75.105534
1510.000000	3438.858597	73.635886
1520.000000	3364.095265	72.023118
1530.000000	3300.255822	70.336746
1540.000000	3272.599806	67.967206
1550.000000	3342.332380	65.449009
1560.000000	3449.265439	63.907709
1570.000000	3580.083873	63.419277
1580.000000	3732.629842	63.846687
1590.000000	3930.332810	65.047003
1600.000000	4027.105005	66.862358
1610.000000	4070.998670	69.028236
1620.000000	4085.213263	71.222224
1630.000000	4096.968374	73.164771
1640.000000	4048.834974	74.619460
1650.000000	3987.970565	75.268988
1660.000000	3902.996198	75.182562
1670.000000	3801.098512	74.755298
1680.000000	3691.466785	74.010704
1690.000000	3583.575159	72.856875
